error_code,error_no,error_type,form_name,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
np-m-178,178,Error,np,NPPATH,Missingness,NPPATH must be present,NPPATH cannot be blank,Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) cannot be blank,IF NPPATH = blank,,,,,
np-c-179,179,Error,np,NPPATH,Conformity,NPPATH conforms,"NPPATH must be an integer between 0-1, 8 or 9","Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH < 0 or (NPPATH > 1 and not in (8, 9))",,,,,
np-m-180,180,Error,np,NPNEC,Missingness,NPNEC conditionally present,"If NPPATH = 1, NPNEC cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g1. NPNEC (Laminar necrosis) cannot be blank",IF NPPATH = 1 and NPNEC = blank,,"NPPATH, NPNEC",,,
np-m-181,181,Error,np,NPNEC,Missingness,NPNEC conditionally blank,"If NPPATH ne 1, NPNEC must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g1. NPNEC (Laminar necrosis) must be blank",IF NPPATH ne 1 and NPNEC ne blank,,"NPPATH, NPNEC",,,
np-c-182,182,Error,np,NPNEC,Conformity,NPNEC conforms,"NPNEC must be an integer between 0-1, 8 or 9","Q12g1. NPNEC (Laminar necrosis) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPNEC < 0 or (NPNEC > 1 and not in (8, 9))",,,,,
np-m-183,183,Error,np,NPPATH2,Missingness,NPPATH2 conditionally present,"If NPPATH = 1, NPPATH2 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g2. NPPATH2 (Acute neuronal necrosis) cannot be blank",IF NPPATH = 1 and NPPATH2 = blank,,"NPPATH, NPPATH2",,,
np-m-184,184,Error,np,NPPATH2,Missingness,NPPATH2 conditionally blank,"If NPPATH ne 1, NPPATH2 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g2. NPPATH2 (Acute neuronal necrosis) must be blank",IF NPPATH ne 1 and NPPATH2 ne blank,,"NPPATH, NPPATH2",,,
np-c-185,185,Error,np,NPPATH2,Conformity,NPPATH2 conforms,"NPPATH2 must be an integer between 0-1, 8 or 9","Q12g2. NPPATH2 (Acute neuronal necrosis) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH2 < 0 or (NPPATH2 > 1 and not in (8, 9))",,,,,
np-m-186,186,Error,np,NPPATH3,Missingness,NPPATH3 conditionally present,"If NPPATH = 1, NPPATH3 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g3. NPPATH3 (Acute/subacute gross infarcts) cannot be blank",IF NPPATH = 1 and NPPATH3 = blank,,"NPPATH, NPPATH3",,,
np-m-187,187,Error,np,NPPATH3,Missingness,NPPATH3 conditionally blank,"If NPPATH ne 1, NPPATH3 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g3. NPPATH3 (Acute/subacute gross infarcts) must be blank",IF NPPATH ne 1 and NPPATH3 ne blank,,"NPPATH, NPPATH3",,,
np-c-188,188,Error,np,NPPATH3,Conformity,NPPATH3 conforms,"NPPATH3 must be an integer between 0-1, 8 or 9","Q12g3. NPPATH3 (Acute/subacute gross infarcts) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH3 < 0 or (NPPATH3 > 1 and not in (8, 9))",,,,,
np-m-189,189,Error,np,NPPATH4,Missingness,NPPATH4 conditionally present,"If NPPATH = 1, NPPATH4 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g4. NPPATH4 (Acute/subacute microinfarcts) cannot be blank",IF NPPATH = 1 and NPPATH4 = blank,,"NPPATH, NPPATH4",,,
np-m-190,190,Error,np,NPPATH4,Missingness,NPPATH4 conditionally blank,"If NPPATH ne 1, NPPATH4 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g4. NPPATH4 (Acute/subacute microinfarcts) must be blank",IF NPPATH ne 1 and NPPATH4 ne blank,,"NPPATH, NPPATH4",,,
np-c-191,191,Error,np,NPPATH4,Conformity,NPPATH4 conforms,"NPPATH4 must be an integer between 0-1, 8 or 9","Q12g4. NPPATH4 (Acute/subacute microinfarcts) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH4 < 0 or (NPPATH4 > 1 and not in (8, 9))",,,,,
np-m-192,192,Error,np,NPPATH5,Missingness,NPPATH5 conditionally present,"If NPPATH = 1, NPPATH5 cannot be blank","If 12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g5. NPPATH5 (Acute/subacute gross hemorrhage) cannot be blank",IF NPPATH = 1 and NPPATH5 = blank,,"NPPATH, NPPATH5",,,
np-m-193,193,Error,np,NPPATH5,Missingness,NPPATH5 conditionally blank,"If NPPATH ne 1, NPPATH5 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g5. NPPATH5 (Acute/subacute gross hemorrhage) must be blank",IF NPPATH ne 1 and NPPATH5 ne blank,,"NPPATH, NPPATH5",,,
np-c-194,194,Error,np,NPPATH5,Conformity,NPPATH5 conforms,"NPPATH5 must be an integer between 0-1, 8 or 9","Q12g5. NPPATH5 (Acute/subacute gross hemorrhage) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH5 < 0 or (NPPATH5 > 1 and not in (8, 9))",,,,,
np-m-195,195,Error,np,NPPATH6,Missingness,NPPATH6 conditionally present,"If NPPATH = 1, NPPATH6 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g6. NPPATH6 (Acute/subacute microhemorrhage) cannot be blank",IF NPPATH = 1 and NPPATH6 = blank,,"NPPATH, NPPATH6",,,
np-m-196,196,Error,np,NPPATH6,Missingness,NPPATH6 conditionally blank,"If NPPATH ne 1, NPPATH6 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g6. NPPATH6 (Acute/subacute microhemorrhage) must be blank",IF NPPATH ne 1 and NPPATH6 ne blank,,"NPPATH, NPPATH6",,,
np-c-197,197,Error,np,NPPATH6,Conformity,NPPATH6 conforms,"NPPATH6 must be an integer between 0-1, 8 or 9","Q12g6. NPPATH6 (Acute/subacute microhemorrhage) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH6 < 0 or (NPPATH6 > 1 and not in (8, 9))",,,,,
np-m-198,198,Error,np,NPPATH7,Missingness,NPPATH7 conditionally present,"If NPPATH = 1, NPPATH7 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g7. NPPATH7 (Vascular malformation of any type) cannot be blank",IF NPPATH = 1 and NPPATH7 = blank,,"NPPATH, NPPATH7",,,
np-m-199,199,Error,np,NPPATH7,Missingness,NPPATH7 conditionally blank,"If NPPATH ne 1, NPPATH7 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g7. NPPATH7 (Vascular malformation of any type) must be blank",IF NPPATH ne 1 and NPPATH7 ne blank,,"NPPATH, NPPATH7",,,
np-c-200,200,Error,np,NPPATH7,Conformity,NPPATH7 conforms,"NPPATH7 must be an integer between 0-1, 8 or 9","Q12g7. NPPATH7 (Vascular malformation of any type) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH7 < 0 or (NPPATH7 > 1 and not in (8, 9))",,,,,
np-m-201,201,Error,np,NPPATH8,Missingness,NPPATH8 conditionally present,"If NPPATH = 1, NPPATH8 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g8. NPPATH8 (Aneurysm of any type) cannot be blank",IF NPPATH = 1 and NPPATH8 = blank,,"NPPATH, NPPATH8",,,
np-m-202,202,Error,np,NPPATH8,Missingness,NPPATH8 conditionally blank,"If NPPATH ne 1, NPPATH8 must be blank","If  Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g8. NPPATH8 (Aneurysm of any type) must be blank",IF NPPATH ne 1 and NPPATH8 ne blank,,"NPPATH, NPPATH8",,,
np-c-203,203,Error,np,NPPATH8,Conformity,NPPATH8 conforms,"NPPATH8 must be an integer between 0-1, 8 or 9","Q12g8. NPPATH8 (Aneurysm of any type) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH8 < 0 or (NPPATH8 > 1 and not in (8, 9))",,,,,
np-m-204,204,Error,np,NPPATH9,Missingness,NPPATH9 conditionally present,"If NPPATH = 1, NPPATH9 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g9. NPPATH9 (Vasculitis of any type) cannot be blank",IF NPPATH = 1 and NPPATH9 = blank,,"NPPATH, NPPATH9",,,
np-m-205,205,Error,np,NPPATH9,Missingness,NPPATH9 conditionally blank,"If NPPATH ne 1, NPPATH9 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g9. NPPATH9 (Vasculitis of any type) must be blank",IF NPPATH ne 1 and NPPATH9 ne blank,,"NPPATH, NPPATH9",,,
np-c-206,206,Error,np,NPPATH9,Conformity,NPPATH9 conforms,"NPPATH9 must be an integer between 0-1, 8 or 9","Q12g9. NPPATH9 (Vasculitis of any type) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH9 < 0 or (NPPATH9 > 1 and not in (8, 9))",,,,,
np-m-207,207,Error,np,NPPATH10,Missingness,NPPATH10 conditionally present,"If NPPATH = 1, NPPATH10 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g10. NPPATH10 (CADASIL) cannot be blank",IF NPPATH = 1 and NPPATH10 = blank,,"NPPATH, NPPATH10",,,
np-m-208,208,Error,np,NPPATH10,Missingness,NPPATH10 conditionally blank,"If NPPATH ne 1, NPPATH10 must be blank","If  Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g10. NPPATH10 (CADASIL) must be blank",IF NPPATH ne 1 and NPPATH10 ne blank,,"NPPATH, NPPATH10",,,
np-c-209,209,Error,np,NPPATH10,Conformity,NPPATH10 conforms,"NPPATH10 must be an integer between 0-1, 8 or 9","Q12g10. NPPATH10 (CADASIL) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH10 < 0 or (NPPATH10 > 1 and not in (8, 9))",,,,,
np-m-210,210,Error,np,NPPATH11,Missingness,NPPATH11 conditionally present,"If NPPATH = 1, NPPATH11 cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g11. NPPATH11 (Mineralization of blood vessels) cannot be blank",IF NPPATH = 1 and NPPATH11 = blank,,"NPPATH, NPPATH11",,,
np-m-211,211,Error,np,NPPATH11,Missingness,NPPATH11 conditionally blank,"If NPPATH ne 1, NPPATH11 must be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g11. NPPATH11 (Mineralization of blood vessels) must be blank",IF NPPATH ne 1 and NPPATH11 ne blank,,"NPPATH, NPPATH11",,,
np-c-212,212,Error,np,NPPATH11,Conformity,NPPATH11 conforms,"NPPATH11 must be an integer between 0-1, 8 or 9","Q12g11. NPPATH11 (Mineralization of blood vessels) must be an integer between 0-1, or 8 (Not asessed) or 9 (Missing/Unknown)","IF NPPATH11 < 0 or (NPPATH11 > 1 and not in (8, 9))",,,,,
np-m-213,213,Error,np,NPPATHO,Missingness,NPPATHO conditionally present,"If NPPATH = 1, NPPATHO cannot be blank","If Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) = 1 (Yes), then Q12g12. NPPATHO (Other ischemic or vascular pathology) cannot be blank",IF NPPATH = 1 and NPPATHO = blank,,"NPPATH, NPPATHO",,,
np-m-214,214,Error,np,NPPATHO,Missingness,NPPATHO conditionally blank,"If NPPATH ne 1, NPPATHO must be blank","If  Q12g. NPPATH (Other pathologic changes related to ischemic or vascular disease not previously specified) ne 1 (Yes), then Q12g12. NPPATHO (Other ischemic or vascular pathology) must be blank",IF NPPATH ne 1 and NPPATHO ne blank,,"NPPATH, NPPATHO",,,
np-c-215,215,Error,np,NPPATHO,Conformity,NPPATHO conforms,NPPATHO must be an integer between 0-1,Q12g12. NPPATHO (Other ischemic or vascular pathology) must be an integer between 0-1,IF NPPATHO < 0 or NPPATHO > 1,,,,,
np-m-216,216,Error,np,NPPATHOX,Missingness,NPPATHOX conditionally present,"If NPPATHO = 1, NPPATHOX cannot be blank","If Q12g12. NPPATHO (Other ischemic or vascular pathology) = 1 (Yes), then Q12gx. NPPATHOX (Other ischemic or vascular pathology specify) cannot be blank",IF NPPATH = 1 and NPPATHOX = blank,,"NPPATH, NPPATHOX",,,
np-m-217,217,Error,np,NPPATHOX,Missingness,NPPATHOX conditionally blank,"If NPPATHO ne 1, NPPATHOX must be blank","If Q12g12. NPPATHO (Other ichemic or vascular pathology) ne 1 (Yes), then Q12gx. NPPATHOX (Other ischemic or vascular pathology specify) must be blank",IF NPPATH ne 1 and NPPATHOX ne blank,,"NPPATH, NPPATHOX",,,
np-m-218,218,Error,np,NPLBOD,Missingness,NPLBOD must be present,NPLBOD cannot be blank,Q13. NPLBOD (Evidence of Lewy body pathology) cannot be blank,If NPLBOD = blank,,,,,
np-c-219,219,Error,np,NPLBOD,Conformity,NPLBOD conforms,NPLBOD must be an integer between 0-5 or 8-9,Q13. NPLBOD (Evidence of Lewy body pathology) must be an integer between 0-5 or 8-9,If NPLBOD < 0  or NPLBOD > 5 (and ne 8-9),,,,,
np-m-220,220,Error,np,NPNLOSS,Missingness,NPNLOSS must be present,NPNLOSS cannot be blank,Q14. NPNLOSS (Neuron loss in the substantia nigra) cannot be blank,If NPNLOSS = blank,,,,,
np-c-221,221,Error,np,NPNLOSS,Conformity,NPNLOSS conforms,NPNLOSS must be an integer between 0-3 or  8-9,Q14. NPNLOSS (Neuron loss in the substantia nigra) must be an integer between 0-3 or 8-9,If NPNLOSS < 0  or NPNLOSS > 3 (and ne 8-9),,,,,
np-m-222,222,Error,np,NPHIPSCL,MIssingness,NPHIPSCL must be presents,NPHIPSCL cannot be blank,Q15. NPHIPSCL (Hippocampal sclerosis (CA1 and/or subiculum)) cannot be blank,If NPHIPSCL= blank ,,,,,
np-c-223,223,Error,np,NPHIPSCL,Conformity,NPHIPSCL conforms,NPHIPSCL must be an integer between 0-3 or 8-9 ,Q15. NPHIPSCL (Hippocampal sclerosis (CA1 and/or subiculum)) must be an integer between 0-3 or 8-9,If NPHIPSCL < 0 or NPHIPSCL > 3 (and ne 8-9),,,,,
np-m-224,224,Error,np,NPTDPA,MIssingness,NPTDPA must be present,NPTDPA cannot be blank,Q16a. NPTDPA (DIstribution of TDP-43 immunoreactive inclusions - spinal cord) cannot be blank,If NPTDPA = blank,,,,,
np-c-225,225,Error,np,NPTDPA,Conformity,NPTDPA conforms,NPTDPA must be an integer between 0-1 or 8-9,Q16a. NPTDPA (DIstribution of TDP-43 immunoreactive inclusions - spinal cord) must be an integer between 0-1 or 8-9,If NPTDPA < 0 or NPTDPA > 1 (and ne 8-9),,,,,
np-m-226,226,Error,np,NPTDPB,MIssingness,NPTDPB must be present,NPTDPB cannot be blank,Q16b. NPTDPB (DIstribution of TDP-43 immunoreactive inclusions - amygdala) cannot be blank,If NPTDPB = blank,,,,,
np-c-227,227,Error,np,NPTDPB,Conformity,NPTDPB conforms,NPTDPB must be an integer between 0-1 or 8-9,Q16b. NPTDPB (DIstribution of TDP-43 immunoreactive inclusions - amygdala) must be an integer between 0-1 or 8-9,If NPTDPB < 0 or NPTDPB > 1 (and ne 8-9),,,,,
np-m-228,228,Error,np,NPTDPC,MIssingness,NPTDPC must be present,NPTDPC cannot be blank,Q16c. NPTDPC (DIstribution of TDP-43 immunoreactive inclusions - hippocampus) cannot be blank,If NPTDPC = blank,,,,,
np-c-229,229,Error,np,NPTDPC,Conformity,NPTDPC conforms,NPTDPC must be an integer between 0-1 or 8-9,Q16c. NPTDPC (DIstribution of TDP-43 immunoreactive inclusions - hippocampus) must be an integer between 0-1 or 8-9,If NPTDPC < 0 or NPTDPC > 1 (and ne 8-9),,,,,
np-m-230,230,Error,np,NPTDPD,MIssingness,NPTDPD must be present,NPTDPD cannot be blank,Q16d. NPTDPD (DIstribution of TDP-43 immunoreactive inclusions - entorhinal/inferior temporal cortex) cannot be blank,If NPTDPD = blank,,,,,
np-c-231,231,Error,np,NPTDPD,Conformity,NPTDPD conforms,NPTDPD must be an integer between 0-1 or 8-9,Q16d. NPTDPD (DIstribution of TDP-43 immunoreactive inclusions - entorhinal/inferior temporal cortex) must be an integer between 0-1 or 8-9,If NPTDPD < 0 or NPTDPD > 1 (and ne 8-9),,,,,
np-m-232,232,Error,np,NPTDPE,MIssingness,NPTDPE must be present,NPTDPE cannot be blank,Q16e. NPTDPE (DIstribution of TDP-43 immunoreactive inclusions - neocortex) cannot be blank,If NPTDPE = blank,,,,,
np-c-233,233,Error,np,NPTDPE,Conformity,NPTDPE conforms,NPTDPE must be an integer between 0-1 or 8-9,Q16e. NPTDPE (DIstribution of TDP-43 immunoreactive inclusions - neocortex) must be an integer between 0-1 or 8-9,If NPTDPE < 0 or NPTDPE > 1 (and ne 8-9),,,,,
np-m-234,234,Error,np,NPFTDTAU,MIssingness,NPFTDTAU must be present,NPFTDTAU cannot be blank,Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) cannot be blank,If NPFTDTAU = blank,,,,,
np-c-235,235,Error,np,NPFTDTAU,Conformity,NPFTDTAU conforms,NPFTDTAU must be an integer between 0-1 or 8-9,Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) must be an integer between 0-1 or 8-9,If NPFTDTAU < 0 or NPFTDTAU > 1 and ne 8-9,,,,,
np-m-236,236,Error,np,NPPICK,MIssingness,NPPICK conditionally present,"If NPFTDTAU = 1, NPPICK cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b1. NPPICK (FTLD-tau subtype - FTLD-tau Pick's (PiD)) cannot be blank,If NPFTDTAU = 1 and NPPICK  = blank,,"NPFTDTAU, NPPICK",,,
np-m-237,237,Error,np,NPPICK,MIssingness,NPPICK conditionally absent,"If NPFTDTAU ne 1, NPPICK must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b1. NPPICK (FTLD-tau subtype - FTLD-tau Pick's (PiD) )  must be blank,If NPFTDTAU ne 1 and NPPICK  ne blank,,"NPFTDTAU, NPPICK",,,
np-c-238,238,Error,np,NPPICK,Conformity,NPPICK conforms,NPPICK must be an integer between 0-1 or 8-9,Q17b. NPPICK (FTLD-tau subtype - FTLD-tau Pick's (PiD)) must be an integer between 0-1 or 8-9,If NPPICK < 0 or NPPICK > 1 and ne 8-9,,,,,
np-m-239,239,Error,np,NPFTDT2,MIssingness,NPFTDT2 conditionally present,"If NPFTDTAU = 1, NPFTDT2 cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b2. NPFTDT2 (FTLD-tau subtype - other 3R tauopathy (includes MAPT mutation tauopathy)) cannot be blank,If NPFTDTAU = 1 and NPFTDT2  = blank,,"NPFTDTAU, NPFTDT2",,,
np-m-240,240,Error,np,NPFTDT2,MIssingness,NPFTDT2 conditionally absent,"If NPFTDTAU ne 1, NPFTDT2 must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b2. NPFTDT2 (FTLD-tau subtype - other 3R tauopathy (includes MAPT mutation tauopathy))  must be blank,If NPFTDTAU ne 1 and NPFTDT2  ne blank,,"NPFTDTAU, NPFTDT2",,,
np-c-241,241,Error,np,NPFTDT2,Conformity,NPFTDT2 conforms,NPFTDT2 must be an integer between 0-1 or 8-9,Q17b2. NPFTDT2 (FTLD-tau subtype - other 3R tauopathy (includes MAPT mutation tauopathy)) must be an integer between 0-1 or 8-9,If NPFTDT2 < 0 or NPFTDT2 > 1 and ne 8-9,,,,,
np-m-242,242,Error,np,NPCORT,MIssingness,NPCORT conditionally present,"If NPFTDTAU = 1, NPCORT cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b3. NPCORT (FTLD-tau subtype - FTLD-tau corticobasal degeneration (CBD)) cannot be blank,If NPFTDTAU = 1 and NPCORT  = blank,,"NPFTDTAU, NPCORT",,,
np-m-243,243,Error,np,NPCORT,MIssingness,NPCORT conditionally absent,"If NPFTDTAU ne 1, NPCORT must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b3. NPCORT (FTLD-tau subtype - FTLD-tau corticobasal degeneration (CBD))  must be blank,If NPFTDTAU ne 1 and NPCORT  ne blank,,"NPFTDTAU, NPCORT",,,
np-c-244,244,Error,np,NPCORT,Conformity,NPCORT conforms,NPCORT must be an integer between 0-1 or 8-9,Q17b3. (FTLD-tau subtype - FTLD-tau corticobasal degeneration (CBD)) must be an integer between 0-1 or 8-9,If NPCORT < 0 or NPCORT > 1 and ne 8-9,,,,,
np-m-245,245,Error,np,NPPROG,MIssingness,NPPROG conditionally present,"If NPFTDTAU = 1, NPPROG cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b4. NPPROG (FTLD-tau subtype - FTLD-tau progressive supranuclear palsy (PSP)) cannot be blank,If NPFTDTAU = 1 and NPPROG  = blank,,"NPFTDTAU, NPPROG",,,
np-m-246,246,Error,np,NPPROG,MIssingness,NPPROG conditionally absent,"If NPFTDTAU ne 1, NPPROG must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b4. NPPROG (FTLD-tau subtype - FTLD-tau progressive supranuclear palsy (PSP))  must be blank,If NPFTDTAU ne 1 and NPPROG  ne blank,,"NPFTDTAU, NPPROG",,,
np-c-247,247,Error,np,NPPROG,Conformity,NPPROG conforms,NPPROG must be an integer between 0-1 or 8-9,Q17b4. (FTLD-tau subtype - FTLD-tau progressive supranuclear palsy (PSP)) must be an integer between 0-1 or 8-9,If NPPROG < 0 or NPPROG > 1 and ne 8-9,,,,,
np-m-248,248,Error,np,NPFTDT5,MIssingness,NPFTDT5 conditionally present,"If NPFTDTAU = 1, NPFTDT5 cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b5. NPFTDT5 (FTLD-tau subtype - argyrophilic grains) cannot be blank,If NPFTDTAU = 1 and NPFTDT5  = blank,,"NPFTDTAU, NPFTDT5",,,
np-m-249,249,Error,np,NPFTDT5,MIssingness,NPFTDT5 conditionally absent,"If NPFTDTAU ne 1, NPFTDT5 must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b5. NPFTDT5 (FTLD-tau subtype - argyrophilic grains)  must be blank,If NPFTDTAU ne 1 and NPFTDT5  ne blank,,"NPFTDTAU, NPFTDT5",,,
np-c-250,250,Error,np,NPFTDT5,Conformity,NPFTDT5 conforms,NPFTDT5 must be an integer between 0-1 or 8-9,Q17b5. (FTLD-tau subtype - argyrophilic grains) must be an integer between 0-1 or 8-9,If NPFTDT5 < 0 or NPFTDT5 > 1 and ne 8-9,,,,,
np-m-251,251,Error,np,NPFTDT6,MIssingness,NPFTDT6 conditionally present,"If NPFTDTAU = 1, NPFTDT6 cannot be blank","If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b6. NPFTDT6 (FTLD-tau subtype - other 4R tauopathy (includes sporadic multiple systems tauopathy, globular glial tauopathy, MAPT mutation tauopathy) cannot be blank",If NPFTDTAU = 1 and NPFTDT6  = blank,,"NPFTDTAU, NPFTDT6",,,
np-m-252,252,Error,np,NPFTDT6,MIssingness,NPFTDT6 conditionally absent,"If NPFTDTAU ne 1, NPFTDT6 must be blank","If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b6. NPFTDT6 (FTLD-tau subtype - other 4R tauopathy (includes sporadic multiple systems tauopathy, globular glial tauopathy, MAPT mutation tauopathy)  must be blank",If NPFTDTAU ne 1 and NPFTDT6  ne blank,,"NPFTDTAU, NPFTDT6",,,
np-c-253,253,Error,np,NPFTDT6,Conformity,NPFTDT6 conforms,NPFTDT6 must be an integer between 0-1 or 8-9,"Q17b6. (FTLD-tau subtype - other 4R tauopathy (includes sporadic multiple systems tauopathy, globular glial tauopathy, MAPT mutation tauopathy) must be an integer between 0-1 or 8-9",If NPFTDT6 < 0 or NPFTDT6 > 1 and ne 8-9,,,,,
np-m-254,254,Error,np,NPFTDT7,MIssingness,NPFTDT7 conditionally present,"If NPFTDTAU = 1, NPFTDT7 cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b7. NPFTDT7 (FTLD-tau subtype - chronic traumatic encephalopathy) cannot be blank,If NPFTDTAU = 1 and NPFTDT7  = blank,,"NPFTDTAU, NPFTDT7",,,
np-m-255,255,Error,np,NPFTDT7,MIssingness,NPFTDT7 conditionally absent,"If NPFTDTAU ne 1, NPFTDT7 must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b7. NPFTDT7 (FTLD-tau subtype - chronic traumatic encephalopathy)  must be blank,If NPFTDTAU ne 1 and NPFTDT7  ne blank,,"NPFTDTAU, NPFTDT7",,,
np-c-256,256,Error,np,NPFTDT7,Conformity,NPFTDT7 conforms,NPFTDT7 must be an integer between 0-1 or 8-9,Q17b7. (FTLD-tau subtype - chronic traumatic encephalopathy) must be an integer between 0-1 or 8-9,If NPFTDT7 < 0 or NPFTDT7 > 1 and ne 8-9,,,,,
np-m-257,257,Error,np,NPFTDT8,MIssingness,NPFTDT8 conditionally present,"If NPFTDTAU = 1, NPFTDT8 cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b8. NPFTDT8 (FTLD-tau subtype - amyotrophic lateral sclerosis (ALS)/Parkinsonism-dementia) cannot be blank,If NPFTDTAU = 1 and NPFTDT8  = blank,,"NPFTDTAU, NPFTDT8",,,
