error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
e2l-lbdivp-c-159,159,Error,e2l,IL,LBIDATS,Conformity,LBIDATS conforms,LBIDATS must be an integer between 0-1,Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) must be an integer between 0-1,LBIDATS < 0 or LBIDATS> 1,,,,,
e2l-lbdivp-m-160,160,Error,e2l,IL,LBIDSMO,Missingness,LBIDSMO conditionally present,"If LBIDATS = 1, LBIDSMO cannot be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) = 1 (Yes), Q5a1. LBIDSMO (Date of most recent scan - month) cannot be blank",If LBIDATS = 1 and LBIDSMO = blank,,"LBIDATS, LBIDSMO",,,
e2l-lbdivp-m-161,161,Error,e2l,IL,LBIDSMO,Missingness,LBIDSMO conditionally blank,"If LBIDATS = 0, LBIDSMO must be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?)) = 0 (No), Q5a1. LBIDSMO (Date of most recent scan - month) must be blank",If LBIDATS = 0 and LBIDSMO not = blank,,"LBIDATS, LBIDSMO",,,
e2l-lbdivp-c-162,162,Error,e2l,IL,LBIDSMO,Conformity,LBIDSMO conforms,LBIDSMO must be an integer between 1-12,Q5a1. LBIDSMO (Date of most recent scan - month) must be an integer between 1-12,LBIDSMO < 1 or LBIDSMO > 12,,,,,
e2l-lbdivp-m-163,163,Error,e2l,IL,LBIDSDY,Missingness,LBIDSDY conditionally present,"If LBIDATS = 1, LBIDSDY cannot be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) = 1 (Yes), Q5a2. LBIDSDY (Date of most recent scan - day) cannot be blank",If LBIDATS= 1 and LBIDSDY = blank,,"LBIDATS, LBIDSDY",,,
e2l-lbdivp-m-164,164,Error,e2l,IL,LBIDSDY,Missingness,LBIDSDY conditionally blank,"If LBIDATS = 0, LBIDSDY must be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) = 0 (No), Q5a2. LBIDSDY (Date of most recent scan - day) must be blank",If LBIDATS = 0 and LBIDSDY not = blank,,"LBIDATS, LBIDSDY",,,
e2l-lbdivp-c-165,165,Error,e2l,IL,LBIDSDY,Conformity,LBIDSDY conforms,LBIDSDY must be an integer between 1-31 or 99,Q5a2. LBIDSDY (Date of most recent scan - day) must be an integer between 1-31 or 99,LBIDSDY < 1 or LBIDSDY > 31 and not = 99,,,,,
e2l-lbdivp-m-166,166,Error,e2l,IL,LBIDSYR,Missingness,LBIDSYR conditionally present,"If LBIDATS = 1, LBIDSYR cannot be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) = 1 (Yes), Q5a3. LBIDSYR (Date of most recent scan - year) cannot be blank",If LBIDATS= 1 and LBIDSYR= blank,,"LBIDATS, LBIDSYR",,,
e2l-lbdivp-m-167,167,Error,e2l,IL,LBIDSYR,Missingness,LBIDSYR conditionally blank,"If LBIDATS = 0, LBIDSYR must be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) = 0 (No), Q5a3. LBIDSYR (Date of most recent scan - year) must be blank",If LBIDATS = 0 and LBIDSYR not = blank,,"LBIDATS, LBIDSYR",,,
e2l-lbdivp-c-168,168,Error,e2l,IL,LBIDSYR,Conformity,LBIDSYR conforms,LBIDSYR must be an integer between 2000 and current year,Q5a3. LBIDSYR (Date of most recent scan - year) must be an integer between 2000 and current year,LBIDSYR < 2000 or LBIDSYR > current year,,,,,
e2l-lbdivp-m-169,169,Error,e2l,IL,LBIDSQAV,Missingness,LBIDSQAV conditionally present,"If LBIDATS = 1, LBIDSQAV cannot be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) = 1 (Yes), Q5b. LBIDSQAV (Results of quantitative image analysis available?) cannot be blank",If LBIDATS = 1 and LBIDSQAV = blank,,"LBIDATS, LBIDSQAV",,,
e2l-lbdivp-m-170,170,Error,e2l,IL,LBIDSQAV,Missingness,LBIDSQAV conditionally blank,"If LBIDATS = 0, LBIDSQAV must be blank","If Q5. LBIDATS (At least one DaTscan scan obtained during current or previous evaluation?) = 0 (No), Q5b. LBIDSQAV (Results of quantitative image analysis available?) must be blank",If LBIDATS = 0 and LBIDSQAV not = blank,,"LBIDATS, LBIDSQAV",,,
e2l-lbdivp-c-171,171,Error,e2l,IL,LBIDSQAV,Conformity,LBIDSQAV conforms,LBIDSQAV must be an integer between 0-1 or 9,Q5b. LBIDSQAV (Results of quantitative image analysis available?) must be an integer between 0-1 or 9,LBIDSQAV < 0 or LBIDSQAV > 1 and not = 9,,,,,
e2l-lbdivp-m-172,172,Error,e2l,IL,LBIDSABN,Missingness,LBIDSABN conditionally present,"If LBIDSQAV = 1, LBIDSABN cannot be blank","If Q5b. LBIDSQAV (Results of quantitative image analysis available?) = 1 (Yes), Q5c. LBIDSABN (Abnormal DaTscan results consistent with LBD?) cannot be blank",If LBIDSQAV = 1 and LBIDSABN = blank,,"LBIDSQAV, LBIDSABN",,,
e2l-lbdivp-m-173,173,Error,e2l,IL,LBIDSABN,Missingness,LBIDSABN conditionally blank,"If LBIDSQAV ne 1, LBIDSABN must be blank","If Q5b. LBIDSQAV (Results of quantitative image analysis available?) not = 1, Q5c. LBIDSABN (Abnormal DaTscan results consistent with LBD?) must be blank",If LBIDSQAV ne 1 and LBIDSABN not = blank,,"LBIDSQAV, LBIDSABN",,,
e2l-lbdivp-c-174,174,Error,e2l,IL,LBIDSABN,Conformity,LBIDSABN conforms,LBIDSABN must be an integer between 0-1 or 8-9,Q5c. LBIDSABN (Abnormal DaTscan results consistent with LBD?) must be an integer between 0-1 or 8-9,LBIDSABN < 0 or LBIDSABN > 1 and not = 8-9,,,,,
