Conformity_missingness checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form,Packet,Q#,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
A3,I,4b6,KID2AGO,KID2AGO  conditionally present,if KIDS is (>1 and <77) and KID2NPSYC is in (1-5) then KID2AGO  must be present,if Q4. KIDS (How many children?) is (>1 and <77) and Q4b3. KID2NPSYC (Child 2 neurological/psychological condition) is in (1-5) then Q4b6. KID2AGO (Child 2 age of onset) must be present,IF KIDS is (>1 and <77) and KID2NPSYC in (1-5) and KID2AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4b6,KID2AGO,KID2AGO  conditionally blank,"If KIDS is <2, 888 (N/A) or 999 (Unknown) or KID2NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID2AGO must be blank","If Q4. KIDS (How many children?) is <2, 888 (N/A) or 999 (Unknown) or Q4b3. KID2NPSYC (Child 2 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4b6. KID2AGO (Child 2 age of onset) must be blank",IF ((KIDS is <2 or =888 or =999) or (KID2NPSYC= 0 or 9)) and KID2AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4b6,KID2AGO,KID2AGO conforms,"KID2AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4b6. KID2AGO (Child 2 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID2AGO  <0 or (KID2AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4b6,KID2AGO ,KID2AGO cannot be > than KID2AGD,KID2AGO must be <= KID2AGD,Q4b6. KID2AGO (Child 2 age of onset) must be <= Q4b2. KID2AGD (Child 2 death age),If KID2AGO > KID2AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c1,KID3YOB,KID3YOB conditionally present,if KIDS is (>2 and <77) then KID3YOB must be present,if Q4. KIDS (How many children?) is (>2 and <77) then Q4c1. KID3YOB (Child 3 birth year) must be present,IF KIDS is (>2 and <77) and KID3YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c1,KID3YOB,KID3YOB conditionally blank,"If KIDS is <3, 888 (N/A) or 999 (Unknown) then KID3YOB must be blank","If Q4. KIDS (How many children?) is <3, 888 (N/A) or 999 (Unknown) then Q4c1. KID3YOB (Child 3 birth year) must be blank",IF (KIDS is <3 or =888 or =999) and KID3YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c1,KID3YOB,KID3YOB conforms,"KID3YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4c1. KID3YOB (Child 3 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID3YOB<1875 or (KID3YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c2,KID3AGD,KID3AGD conditionally present,if KIDS is (>2 and <77) then KID3AGD must be present,if Q4. KIDS (How many children?) is (>2 and <77) then Q4c2. KID3AGD (Child 3 death age) must be present,IF KIDS is (>2 and <77) and KID3AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c2,KID3AGD,KID3AGD conditionally blank,"If KIDS is <3, 888 (N/A) or 999 (Unknown) then KID3AGD must be blank","If Q4. KIDS (How many children?) is <3, 888 (N/A) or 999 (Unknown) then Q4c2. KID3AGD (Child 3 death age) must be blank",IF (KIDS is <3 or =888 or =999) and KID3AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c2,KID3AGD,KID3AGD conforms,"KID3AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4c2. KID3AGD (Child 3 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID3AGD <0 or (KID3AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c3,KID3NPSYC,KID3NPSYC conditionally present,if KIDS is (>2 and <77) then KID3NPSYC must be present,if Q4. KIDS (How many children?) is (>2 and <77) then Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) must be present,IF KIDS is (>2 and <77) and KID3NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c3,KID3NPSYC,KID3NPSYC conditionally blank,"If KIDS is <3, 888 (N/A) or 999 (Unknown) then KID3NPSYC must be blank","If Q4. KIDS (How many children?) is <3, 888 (N/A) or 999 (Unknown) then Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) must be blank",IF (KIDS is <3 or =888 or =999) and KID3NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c3,KID3NPSYC,KID3NPSYC conforms,"KID3NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID3NPSYC <0 or (KID3NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c4,KID3ETPR,KID3ETPR conditionally present,if KIDS is (>2 and <77) and KID3NPSYC is in (1-5) then KID3ETPR must be present,If Q4. KIDS (How many children?) is (>2 and <77) and Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) is in (1-5) then Q4c4. KID3ETPR (Child 3 primary dx) must be present,IF KIDS is (>2 and <77) and KID3NPSYC is in (1-5) and KID3ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c4,KID3ETPR,KID3ETPR conditionally blank,"If KIDS is <3, 888 (N/A) or 999 (Unknown) or KID3NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID3ETPR must be blank","If Q4. KIDS (How many children?) is <3, 888 (N/A) or 999 (Unknown) or Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4c4. KID3ETPRC (Child 3 neurological/psychological condition) must be blank",IF ((KIDS is <3 or =888 or =999) or (KID3NPSYC= 0 or 9)) and KID3ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c4,KID3ETPR,KID3ETPR conforms,"KID3ETPR must be a code between 01 and 09, or =99 (Unknown)","4c4. KID3ETPR (Child 3 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID3ETPR <01 or (KID3ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c5,KID3MEVAL,KID3MEVAL conditionally present,if KIDS is (>2 and <77) and KID3NPSYC is in (1-5) then KID3MEVAL must be present,if Q4. KIDS (How many children?) is (>2 and <77) and Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) is in (1-5) then Q4c5. KID3MEVAL (Child 3 method of evaluation) must be present,IF KIDS is (>2 and <77) and KID3NPSYC in (1-5) and KID3MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c5,KID3MEVAL,KID3MEVAL conditionally blank,"If KIDS is <3, 888 (N/A) or 999 (Unknown) or KID3NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID3MEVAL must be blank","If Q4. KIDS (How many children?) is <3, 888 (N/A) or 999 (Unknown) or Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4c5. KID3MEVAL (Child 3 neurological/psychological condition) must be blank",IF ((KIDS is <3 or =888 or =999) or (KID3NPSYC= 0 or 9)) and KID3MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c5,KID3MEVAL,KID3MEVAL conforms,KID3MEVAL must be an integer between 1 and 4,Q4c5. KID3MEVAL (Child 3 method of evaluation) must be an integer between 1 and 4,IF KID3MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c6,KID3AGO,KID3AGO  conditionally present,if KIDS is (>2 and <77) and KID3NPSYC is in (1-5) then KID3AGO  must be present,if Q4. KIDS (How many children?) is (>2 and <77) and Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) is in (1-5) then Q4c6. KID3AGO (Child 3 age of onset) must be present,IF KIDS is (>2 and <77) and KID3NPSYC in (1-5) and KID3AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c6,KID3AGO,KID3AGO  conditionally blank,"If KIDS is <3, 888 (N/A) or 999 (Unknown) or KID3NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID3AGO must be blank","If Q4. KIDS (How many children?) is <3, 888 (N/A) or 999 (Unknown) or Q4c3. KID3NPSYC (Child 3 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4c6. KID3AGO (Child 3 age of onset) must be blank",IF ((KIDS is <3 or =888 or =999) or (KID3NPSYC= 0 or 9)) and KID3AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c6,KID3AGO,KID3AGO conforms,"KID3AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4c6. KID3AGO (Child 3 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID3AGO  <0 or (KID3AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4c6,KID3AGO ,KID3AGO cannot be > than KID3AGD,KID3AGO must be <= KID3AGD,Q4c6. KID3AGO (Child 3 age of onset) must be <= Q4c2. KID3AGD (Child 3 death age),If KID3AGO > KID3AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d1,KID4YOB,KID4YOB conditionally present,if KIDS is (>3 and <77) then KID4YOB must be present,if Q4. KIDS (How many children?) is (>3 and <77) then Q4d1. KID4YOB (Child 4 birth year) must be present,IF KIDS is (>3 and <77) and KID4YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d1,KID4YOB,KID4YOB conditionally blank,"If KIDS is <4, 888 (N/A) or 999 (Unknown) then KID4YOB must be blank","If Q4. KIDS (How many children?) is <4, 888 (N/A) or 999 (Unknown) then Q4d1. KID4YOB (Child 4 birth year) must be blank",IF (KIDS is <4 or =888 or =999) and KID4YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d1,KID4YOB,KID4YOB conforms,"KID4YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4d1. KID4YOB (Child 4 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID4YOB<1875 or (KID4YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d2,KID4AGD,KID4AGD conditionally present,if KIDS is (>3 and <77) then KID4AGD must be present,if Q4. KIDS (How many children?) is (>3 and <77) then Q4d2. KID4AGD (Child 4 death age) must be present,IF KIDS is (>3 and <77) and KID4AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d2,KID4AGD,KID4AGD conditionally blank,"If KIDS is <4, 888 (N/A) or 999 (Unknown) then KID4AGD must be blank","If Q4. KIDS (How many children?) is <4, 888 (N/A) or 999 (Unknown) then Q4d2. KID4AGD (Child 4 death age) must be blank",IF (KIDS is <4 or =888 or =999) and KID4AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d2,KID4AGD,KID4AGD conforms,"KID4AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4d2. KID4AGD (Child 4 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID4AGD <0 or (KID4AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d3,KID4NPSYC,KID4NPSYC conditionally present,if KIDS is (>3 and <77) then KID4NPSYC must be present,if Q4. KIDS (How many children?) is (>3 and <77) then Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) must be present,IF KIDS is (>3 and <77) and KID4NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d3,KID4NPSYC,KID4NPSYC conditionally blank,"If KIDS is <4, 888 (N/A) or 999 (Unknown) then KID4NPSYC must be blank","If Q4. KIDS (How many children?) is <4, 888 (N/A) or 999 (Unknown) then Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) must be blank",IF (KIDS is <4 or =888 or =999) and KID4NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d3,KID4NPSYC,KID4NPSYC conforms,"KID4NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID4NPSYC <0 or (KID4NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d4,KID4ETPR,KID4ETPR conditionally present,if KIDS is (>3 and <77) and KID4NPSYC is in (1-5) then KID4ETPR must be present,If Q4. KIDS (How many children?) is (>3 and <77) and Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) is in (1-5) then Q4d4. KID4ETPR (Child 4 primary dx) must be present,IF KIDS is (>3 and <77) and KID4NPSYC is in (1-5) and KID4ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d4,KID4ETPR,KID4ETPR conditionally blank,"If KIDS is <4, 888 (N/A) or 999 (Unknown) or KID4NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID4ETPR must be blank","If Q4. KIDS (How many children?) is <4, 888 (N/A) or 999 (Unknown) or Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4d4. KID4ETPRC (Child 4 neurological/psychological condition) must be blank",IF ((KIDS is <4 or =888 or =999) or (KID4NPSYC= 0 or 9)) and KID4ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d4,KID4ETPR,KID4ETPR conforms,"KID4ETPR must be a code between 01 and 09, or =99 (Unknown)","4d4. KID4ETPR (Child 4 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID4ETPR <01 or (KID4ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d5,KID4MEVAL,KID4MEVAL conditionally present,if KIDS is (>3 and <77) and KID4NPSYC is in (1-5) then KID4MEVAL must be present,if Q4. KIDS (How many children?) is (>3 and <77) and Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) is in (1-5) then Q4d5. KID4MEVAL (Child 4 method of evaluation) must be present,IF KIDS is (>3 and <77) and KID4NPSYC in (1-5) and KID4MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d5,KID4MEVAL,KID4MEVAL conditionally blank,"If KIDS is <4, 888 (N/A) or 999 (Unknown) or KID4NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID4MEVAL must be blank","If Q4. KIDS (How many children?) is <4, 888 (N/A) or 999 (Unknown) or Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4d5. KID4MEVAL (Child 4 neurological/psychological condition) must be blank",IF ((KIDS is <4 or =888 or =999) or (KID4NPSYC= 0 or 9)) and KID4MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d5,KID4MEVAL,KID4MEVAL conforms,KID4MEVAL must be an integer between 1 and 4,Q4d5. KID4MEVAL (Child 4 method of evaluation) must be an integer between 1 and 4,IF KID4MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d6,KID4AGO,KID4AGO  conditionally present,if KIDS is (>3 and <77) and KID4NPSYC is in (1-5) then KID4AGO  must be present,if Q4. KIDS (How many children?) is (>3 and <77) and Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) is in (1-5) then Q4d6. KID4AGO (Child 4 age of onset) must be present,IF KIDS is (>3 and <77) and KID4NPSYC in (1-5) and KID4AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d6,KID4AGO,KID4AGO  conditionally blank,"If KIDS is <4, 888 (N/A) or 999 (Unknown) or KID4NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID4AGO must be blank","If Q4. KIDS (How many children?) is <4, 888 (N/A) or 999 (Unknown) or Q4d3. KID4NPSYC (Child 4 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4d6. KID4AGO (Child 4 age of onset) must be blank",IF ((KIDS is <4 or =888 or =999) or (KID4NPSYC= 0 or 9)) and KID4AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d6,KID4AGO,KID4AGO conforms,"KID4AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4d6. KID4AGO (Child 4 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID4AGO  <0 or (KID4AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4d6,KID4AGO ,KID4AGO cannot be > than KID4AGD,KID4AGO must be <= KID4AGD,Q4d6. KID4AGO (Child 4 age of onset) must be <= Q4d2. KID4AGD (Child 4 death age),If KID4AGO > KID4AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e1,KID5YOB,KID5YOB conditionally present,if KIDS is (>4 and <77) then KID5YOB must be present,if Q4. KIDS (How many children?) is (>4 and <77) then Q4e1. KID5YOB (Child 5 birth year) must be present,IF KIDS is (>4 and <77) and KID5YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e1,KID5YOB,KID5YOB conditionally blank,"If KIDS is <5, 888 (N/A) or 999 (Unknown) then KID5YOB must be blank","If Q4. KIDS (How many children?) is <5, 888 (N/A) or 999 (Unknown) then Q4e1. KID5YOB (Child 5 birth year) must be blank",IF (KIDS is <5 or =888 or =999) and KID5YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e1,KID5YOB,KID5YOB conforms,"KID5YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4e1. KID5YOB (Child 5 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID5YOB<1875 or (KID5YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e2,KID5AGD,KID5AGD conditionally present,if KIDS is (>4 and <77) then KID5AGD must be present,if Q4. KIDS (How many children?) is (>4 and <77) then Q4e2. KID5AGD (Child 5 death age) must be present,IF KIDS is (>4 and <77) and KID5AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e2,KID5AGD,KID5AGD conditionally blank,"If KIDS is <5, 888 (N/A) or 999 (Unknown) then KID5AGD must be blank","If Q4. KIDS (How many children?) is <5, 888 (N/A) or 999 (Unknown) then Q4e2. KID5AGD (Child 5 death age) must be blank",IF (KIDS is <5 or =888 or =999) and KID5AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e2,KID5AGD,KID5AGD conforms,"KID5AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4e2. KID5AGD (Child 5 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID5AGD <0 or (KID5AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e3,KID5NPSYC,KID5NPSYC conditionally present,if KIDS is (>4 and <77) then KID5NPSYC must be present,if Q4. KIDS (How many children?) is (>4 and <77) then Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) must be present,IF KIDS is (>4 and <77) and KID5NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e3,KID5NPSYC,KID5NPSYC conditionally blank,"If KIDS is <5, 888 (N/A) or 999 (Unknown) then KID5NPSYC must be blank","If Q4. KIDS (How many children?) is <5, 888 (N/A) or 999 (Unknown) then Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) must be blank",IF (KIDS is <5 or =888 or =999) and KID5NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e3,KID5NPSYC,KID5NPSYC conforms,"KID5NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID5NPSYC <0 or (KID5NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e4,KID5ETPR,KID5ETPR conditionally present,if KIDS is (>4 and <77) and KID5NPSYC is in (1-5) then KID5ETPR must be present,If Q4. KIDS (How many children?) is (>4 and <77) and Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) is in (1-5) then Q4e4. KID5ETPR (Child 5 primary dx) must be present,IF KIDS is (>4 and <77) and KID5NPSYC is in (1-5) and KID5ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e4,KID5ETPR,KID5ETPR conditionally blank,"If KIDS is <5, 888 (N/A) or 999 (Unknown) or KID5NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID5ETPR must be blank","If Q4. KIDS (How many children?) is <5, 888 (N/A) or 999 (Unknown) or Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4e4. KID5ETPRC (Child 5 neurological/psychological condition) must be blank",IF ((KIDS is <5 or =888 or =999) or (KID5NPSYC= 0 or 9)) and KID5ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e4,KID5ETPR,KID5ETPR conforms,"KID5ETPR must be a code between 01 and 09, or =99 (Unknown)","4e4. KID5ETPR (Child 5 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID5ETPR <01 or (KID5ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e5,KID5MEVAL,KID5MEVAL conditionally present,if KIDS is (>4 and <77) and KID5NPSYC is in (1-5) then KID5MEVAL must be present,if Q4. KIDS (How many children?) is (>4 and <77) and Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) is in (1-5) then Q4e5. KID5MEVAL (Child 5 method of evaluation) must be present,IF KIDS is (>4 and <77) and KID5NPSYC in (1-5) and KID5MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e5,KID5MEVAL,KID5MEVAL conditionally blank,"If KIDS is <5, 888 (N/A) or 999 (Unknown) or KID5NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID5MEVAL must be blank","If Q4. KIDS (How many children?) is <5, 888 (N/A) or 999 (Unknown) or Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4e5. KID5MEVAL (Child 5 neurological/psychological condition) must be blank",IF ((KIDS is <5 or =888 or =999) or (KID5NPSYC= 0 or 9)) and KID5MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e5,KID5MEVAL,KID5MEVAL conforms,KID5MEVAL must be an integer between 1 and 4,Q4e5. KID5MEVAL (Child 5 method of evaluation) must be an integer between 1 and 4,IF KID5MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e6,KID5AGO,KID5AGO  conditionally present,if KIDS is (>4 and <77) and KID5NPSYC is in (1-5) then KID5AGO  must be present,if Q4. KIDS (How many children?) is (>4 and <77) and Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) is in (1-5) then Q4e6. KID5AGO (Child 5 age of onset) must be present,IF KIDS is (>4 and <77) and KID5NPSYC in (1-5) and KID5AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e6,KID5AGO,KID5AGO  conditionally blank,"If KIDS is <5, 888 (N/A) or 999 (Unknown) or KID5NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID5AGO must be blank","If Q4. KIDS (How many children?) is <5, 888 (N/A) or 999 (Unknown) or Q4e3. KID5NPSYC (Child 5 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4e6. KID5AGO (Child 5 age of onset) must be blank",IF ((KIDS is <5 or =888 or =999) or (KID5NPSYC= 0 or 9)) and KID5AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e6,KID5AGO,KID5AGO conforms,"KID5AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4e6. KID5AGO (Child 5 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID5AGO  <0 or (KID5AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4e6,KID5AGO ,KID5AGO cannot be > than KID5AGD,KID5AGO must be <= KID5AGD,Q4e6. KID5AGO (Child 5 age of onset) must be <= Q4e2. KID5AGD (Child 5 death age),If KID5AGO > KID5AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f1,KID6YOB,KID6YOB conditionally present,if KIDS is (>5 and <77) then KID6YOB must be present,if Q4. KIDS (How many children?) is (>5 and <77) then Q4f1. KID6YOB (Child 6 birth year) must be present,IF KIDS is (>5 and <77) and KID6YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4f1,KID6YOB,KID6YOB conditionally blank,"If KIDS is <6, 888 (N/A) or 999 (Unknown) then KID6YOB must be blank","If Q4. KIDS (How many children?) is <6, 888 (N/A) or 999 (Unknown) then Q4f1. KID6YOB (Child 6 birth year) must be blank",IF (KIDS is <6 or =888 or =999) and KID6YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
