Form,Packet,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERLR,UDSVERLR conditionally blank,If UDSVERLC is between 95 and 98 then UDSVERLR must be blank,If Q11d. UDSVERLC (L-words correct) is between 95 and 98 then Q11e. UDSVERLR (L-words repeated) must be blank,"UDSVERLC=95,96,97,98 and UDSVERLR is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERLN,UDSVERLN conditionally present,If UDSVERLC is between 0 and 40 then UDSVERLN cannot be blank,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11f. UDSVERLN (L-words rule violations) cannot be blank,UDSVERLC>0 and UDSVERLC<40 and UDSVERLN=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERLN,UDSVERLN conforms,If UDSVERLC is between 0 and 40 then UDSVERLN must be between 0 and 15,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11f. UDSVERLN (L-words rule violations) must be between 0 and 15,UDSVERLC>0 and UDSVERLC<40 and (UDSVERLN<0 or UDSVERLN>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERLN,UDSVERLN conditionally blank,If UDSVERLC is between 95 and 98 then UDSVERLN must be blank,If Q11d. UDSVERLC (L-words correct) is between 95 and 98 then Q11f. UDSVERLN (L-words rule violations) must be blank,"UDSVERLC=95,96,97,98 and UDSVERLN is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTN,UDSVERTN conditionally present,If UDSVERLC is between 0 and 40 then UDSVERTN cannot be blank,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11g. UDSVERTN (total words correct) cannot be blank,UDSVERLC>0 and UDSVERLC<40 and UDSVERTN=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTN,UDSVERTN conforms,If UDSVERLC is between 0 and 40 then UDSVERTN must be between 0 and 80,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11g. UDSVERTN (total words correct) must be between 0 and 80,UDSVERLC>0 and UDSVERLC<40 and (UDSVERTN<0 or UDSVERTN>80),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTN,UDSVERTN conditionally blank,If UDSVERLC is between 95 and 98 then UDSVERTN must be blank,If Q11d. UDSVERLC (L-words correct) is between 95 and 98 then Q11g. UDSVERTN (total words correct) must be blank,"UDSVERLC=95,96,97,98 and UDSVERTN is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTE,UDSVERTE conditionally present,If UDSVERLC is between 0 and 40 then UDSVERTE cannot be blank,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11h. UDSVERTE (total repetition errors) cannot be blank,UDSVERLC>0 and UDSVERLC<40 and UDSVERTE=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTE,UDSVERTE conforms,If UDSVERLC is between 0 and 40 then UDSVERTE must be between 0 and 30,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11h. UDSVERTE (total repetition errors) must be between 0 and 30,UDSVERLC>0 and UDSVERLC<40 and (UDSVERTE<0 or UDSVERTE>30),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTE,UDSVERTE conditionally blank,If UDSVERLC is between 95 and 98 then UDSVERTE must be blank,If Q11d. UDSVERLC (L-words correct) is between 95 and 98 then Q11h. UDSVERTE (total repetition errors) must be blank,"UDSVERLC=95,96,97,98 and UDSVERTE is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTI,UDSVERTI conditionally present,If UDSVERLC is between 0 and 40 then UDSVERTI cannot be blank,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11i. UDSVERTI (non-FL word errors) cannot be blank,UDSVERLC>0 and UDSVERLC<40 and UDSVERTI=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTI,UDSVERTI conforms,If UDSVERLC is between 0 and 40 then UDSVERTI must be between 0 and 30,If Q11d. UDSVERLC (L-words correct) is between 0 and 40 then Q11i. UDSVERTI (non-FL word errors) must be between 0 and 30,UDSVERLC>0 and UDSVERLC<40 and (UDSVERTI<0 or UDSVERTI>30),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,UDSVERTI,UDSVERTI conditionally blank,If UDSVERLC is between 95 and 98 then UDSVERTI must be blank,If Q11d. UDSVERLC (L-words correct) is between 95 and 98 then Q11i. UDSVERTI (non-FL word errors) must be blank,"UDSVERLC=95,96,97,98 and UDSVERTI is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,VERBALTEST,VERBALTEST cannot be blank,VERBALTEST cannot be blank,Q12. VERBALTEST (verbal learning test) cannot be blank,VERBALTEST=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,VERBALTEST,VERBALTEST conforms,VERBALTEST must be 1 or 2,Q12. VERBALTEST (verbal learning test) must be 1 or 2,"VERBALTEST is not 1,2",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY1REC,REY1REC conditionally present,If VERBALTEST is 1 then REY1REC cannot be blank,If Q12. VERBALTEST (verbal learning test) is 1 then Q12a. REY1REC (rey trial 1 recall) cannot be blank,VERBALTEST=1 and REY1REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY1REC,REY1REC conforms,"REY1REC must be between 0 and 15, or between 95 and 98","If  Q12. VERBALTEST (verbal learning test) is 1 then Q12a. REY1REC (rey trial 1 recall) must be between 0 and 15, or between 95 and 98","VERBALTEST=1 and (REY1REC<0 or (REY1REC>15 and REY1REC is not 95,96,97,98))",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY1REC,REY1REC conditionally blank,If VERBALTEST is 2 then REY1REC must be blank,If Q12. VERBALTEST (verbal learning test) is 2 then Q12a. REY1REC (rey trial 1 recall) must be blank,VERBALTEST=2 and REY1REC is not blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY1INT,REY1INT conditionally present,If REY1REC is between 0 and 15 then REY1INT cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12b. REY1INT (rey trial 1 intrusion) cannot be blank,If REY1REC>0 and REY1REC<15 and REY1INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY1INT,REY1INT conforms,If REY1REC is between 0 and 15 then REY1INT must be between 0 and 99,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12b. REY1INT (rey trial 1 intrusion) must be between 0 and 99,If REY1REC>0 and REY1REC<15 and (REY1INT<0 or REY1INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY1INT,REY1INT conditionally blank,If REY1REC is between 95 and 98 then REY1INT must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12b. REY1INT (rey trial 1 intrusion) must be blank,"If REY1REC=95,96,97,98 and REY1INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY2REC,REY2REC conditionally present,If REY1REC is between 0 and 15 then REY2REC cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12c. REY2REC (rey trial 2 recall) cannot be blank,If REY1REC>0 and REY1REC<15 and REY2REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY2REC,REY2REC conforms,If REY1REC is between 0 and 15 then REY2REC must be between 0 and 15,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12c. REY2REC (rey trial 2 recall) must be between 0 and 15,If REY1REC>0 and REY1REC<15 and (REY2REC<0 or REY2REC>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY2REC,REY2REC conditionally blank,If REY1REC is between 95 and 98 then REY2REC must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12c. REY2REC (rey trial 2 recall) must be blank,"If REY1REC=95,96,97,98 and REY2REC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY2INT,REY2INT conditionally present,If REY1REC is between 0 and 15 then REY2INT cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12d. REY2INT (rey trial 2 intrusion) cannot be blank,If REY1REC>0 and REY1REC<15 and REY2INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY2INT,REY2INT conforms,If REY1REC is between 0 and 15 then REY2INT must be between 0 and 99,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12d. REY2INT (rey trial 2 intrusion) must be between 0 and 99,If REY1REC>0 and REY1REC<15 and (REY2INT<0 or REY2INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY2INT,REY2INT conditionally blank,If REY1REC is between 95 and 98 then REY2INT must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12d. REY2INT (rey trial 2 intrusion) must be blank,"If REY1REC=95,96,97,98 and REY2INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY3REC,REY3REC conditionally present,If REY1REC is between 0 and 15 then REY3REC cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12e. REY3REC (rey trial 3 recall) cannot be blank,If REY1REC>0 and REY1REC<15 and REY3REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY3REC,REY3REC conforms,If REY1REC is between 0 and 15 then REY3REC must be between 0 and 15,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12e. REY3REC (rey trial 3 recall) must be between 0 and 15,If REY1REC>0 and REY1REC<15 and (REY3REC<0 or REY3REC>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY3REC,REY3REC conditionally blank,If REY1REC is between 95 and 98 then REY3REC must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12e. REY3REC (rey trial 3 recall) must be blank,"If REY1REC=95,96,97,98 and REY3REC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY3INT,REY3INT conditionally present,If REY1REC is between 0 and 15 then REY3INT cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12f. REY3INT (rey trial 3 intrusion) cannot be blank,If REY1REC>0 and REY1REC<15 and REY3INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY3INT,REY3INT conforms,If REY1REC is between 0 and 15 then REY3INT must be between 0 and 99,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12f. REY3INT (rey trial 3 intrusion) must be between 0 and 99,If REY1REC>0 and REY1REC<15 and (REY3INT<0 or REY3INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY3INT,REY3INT conditionally blank,If REY1REC is between 95 and 98 then REY3INT must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12f. REY3INT (rey trial 3 intrusion) must be blank,"If REY1REC=95,96,97,98 and REY3INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY4REC,REY4REC conditionally present,If REY1REC is between 0 and 15 then REY4REC cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12g. REY4REC (rey trial 4 recall) cannot be blank,If REY1REC>0 and REY1REC<15 and REY4REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY4REC,REY4REC conforms,If REY1REC is between 0 and 15 then REY4REC must be between 0 and 15,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12g. REY4REC (rey trial 4 recall) must be between 0 and 15,If REY1REC>0 and REY1REC<15 and (REY4REC<0 or REY4REC>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY4REC,REY4REC conditionally blank,If REY1REC is between 95 and 98 then REY4REC must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12g. REY4REC (rey trial 4 recall) must be blank,"If REY1REC=95,96,97,98 and REY4REC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY4INT,REY4INT conditionally present,If REY1REC is between 0 and 15 then REY4INT cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12h. REY4INT (rey trial 4 intrusion) cannot be blank,If REY1REC>0 and REY1REC<15 and REY4INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY4INT,REY4INT conforms,If REY1REC is between 0 and 15 then REY4INT must be between 0 and 99,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12h. REY4INT (rey trial 4 intrusion) must be between 0 and 99,If REY1REC>0 and REY1REC<15 and (REY4INT<0 or REY4INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY4INT,REY4INT conditionally blank,If REY1REC is between 95 and 98 then REY4INT must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12h. REY4INT (rey trial 4 intrusion) must be blank,"If REY1REC=95,96,97,98 and REY4INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY5REC,REY5REC conditionally present,If REY1REC is between 0 and 15 then REY5REC cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12i. REY5REC (rey trial 5 recall) cannot be blank,If REY1REC>0 and REY1REC<15 and REY5REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY5REC,REY5REC conforms,If REY1REC is between 0 and 15 then REY5REC must be between 0 and 15,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12i. REY5REC (rey trial 5 recall) must be between 0 and 15,If REY1REC>0 and REY1REC<15 and (REY5REC<0 or REY5REC>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY5REC,REY5REC conditionally blank,If REY1REC is between 95 and 98 then REY5REC must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12i. REY5REC (rey trial 5 recall) must be blank,"If REY1REC=95,96,97,98 and REY5REC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY5INT,REY5INT conditionally present,If REY1REC is between 0 and 15 then REY5INT cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12j. REY5INT (rey trial 5 intrusion) cannot be blank,If REY1REC>0 and REY1REC<15 and REY5INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY5INT,REY5INT conforms,If REY1REC is between 0 and 15 then REY5INT must be between 0 and 99,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12j. REY5INT (rey trial 5 intrusion) must be between 0 and 99,If REY1REC>0 and REY1REC<15 and (REY5INT<0 or REY5INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY5INT,REY5INT conditionally blank,If REY1REC is between 95 and 98 then REY5INT must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12j. REY5INT (rey trial 5 intrusion) must be blank,"If REY1REC=95,96,97,98 and REY5INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYBREC,REYBREC conditionally present,If REY1REC is between 0 and 15 then REYBREC cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12k. REYBREC (rey b trial recall) cannot be blank,If REY1REC<0 or REY1REC>15 and REYBREC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYBREC,REYBREC conforms,If REY1REC is between 0 and 15 then REYBREC must be between 0 and 15,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12k. REYBREC (rey b trial recall) must be between 0 and 15,If REY1REC>0 and REY1REC<15 and (REYBREC<0 or REYBREC>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYBREC,REYBREC conditionally blank,If REY1REC is between 95 and 98 then REYBREC must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12k. REYBREC (rey b trial recall) must be blank,"If REY1REC=95,96,97,98 and REYBREC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYBINT,REYBINT conditionally present,If REY1REC is between 0 and 15 then REYBINT cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12l. REYBINT (rey b trial intrusion)  cannot be blank,If REY1REC<0 or REY1REC>15 and REYBINT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYBINT,REYBINT conforms,If REY1REC is between 0 and 15 then REYBINT must be between 0 and 99,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12l. REYBINT (rey b trial intrusion) must be between 0 and 99,If REY1REC>0 and REY1REC<15 and (REYBINT<0 or REYBINT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYBINT,REYBINT conditionally blank,If REY1REC is between 95 and 98 then REYBINT must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12l. REYBINT (rey b trial intrusion) must be blank,"If REY1REC=95,96,97,98 and REYBINT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY6REC,REY6REC conditionally present,If REY1REC is between 0 and 15 then REY6REC cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12m. REY6REC (rey trial 6 recall) cannot be blank,If REY1REC>0 and REY1REC<15 and REY6REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY6REC,REY6REC conforms,If REY1REC is between 0 and 15 then REY6REC must be between 0 and 15,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12m. REY6REC (rey trial 6 recall) must be between 0 and 15,If REY1REC>0 and REY1REC<15 and (REY6REC<0 or REY6REC>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY6REC,REY6REC conditionally blank,If REY1REC is between 95 and 98 then REY6REC must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12m. REY6REC (rey trial 6 recall) must be blank,"If REY1REC=95,96,97,98 and REY6REC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY6INT,REY6INT conditionally present,If REY1REC is between 0 and 15 then REY6INT cannot be blank,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12n. REY6INT (rey trial 6 intrusion) cannot be blank,If REY1REC>0 and REY1REC<15 and REY6INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY6INT,REY6INT conforms,If REY1REC is between 0 and 15 then REY6INT must be between 0 and 99,If Q12a. REY1REC (rey trial 1 recall) is between 0 and 15 then Q12n. REY6INT (rey trial 6 intrusion) must be between 0 and 99,If REY1REC>0 and REY1REC<15 and (REY6INT<0 or REY6INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REY6INT,REY6INT conditionally blank,If REY1REC is between 95 and 98 then REY6INT must be blank,If Q12a. REY1REC (rey trial 1 recall) is between 95 and 98 then Q12n. REY6INT (rey trial 6 intrusion) must be blank,"If REY1REC=95,96,97,98 and REY6INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDREC,REYDREC conditionally present,If VERBALTEST is 1 then REYDREC cannot be blank,If Q12. VERBALTEST (verbal learning test) is 1 then Q13a. REYDREC (delayed recall) cannot be blank,VERBALTEST=1 and REYDREC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDREC,REYDREC conforms,If VERBALTEST is 1 then REYDREC must be between 0 and 15 or between 95 and 98,If Q12. VERBALTEST (verbal learning test) is 1 then Q13a. REYDREC (delayed recall) must be between 0 and 15 or between 95 and 98,"VERBALTEST=1 and (REYDREC<0 or (REYDREC>15 and REYDREC is not 95,96,97,98))",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDREC,REYDREC conditionally blank,If VERBALTEST is 2 then REYDREC must be blank,If Q12. VERBALTEST (verbal learning test) is 2 then Q13a. REYDREC (delayed recall) must be blank,VERBALTEST=2 and REYDREC is not blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDINT,REYDINT conditionally present,If REYDREC is between 0 and 15 then REYDINT cannot be blank,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13b. REYDINT (delayed intrusions) cannot be blank,REYDREC>0 and REYDREC<15 and REYDINT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDINT,REYDINT conforms,If REYDREC is between 0 and 15 then REYDINT must be between 0 and 99,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13b. REYDINT (delayed intrusions) must be between 0 and 99,REYDREC>0 and REYDREC<15 and (REYDINT<0 or REYDINT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDINT,REYDINT conditionally blank,If REYDREC is between 95 and 98 then REYDINT must be blank,If Q13a. REYDREC (delayed recall) is between 95 and 98 then Q13b. REYDINT (delayed intrusions) must be blank,"REYDREC=95,96,97,98 and REYDINT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDTI,REYDTI conditionally present,If REYDREC is between 0 and 15 then REYDTI cannot be blank,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13c. REYDTI (rey delay time) cannot be blank,REYDREC>0 and REYDREC<15 and REYDTI=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDTI,REYDTI conforms,If REYDREC is between 0 and 15 then REYDTI must be between 0 and 85 or 99,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13c. REYDTI (rey delay time) must be between 0 and 85 or 99,REYDREC>0 and REYDREC<15 and (REYDTI<0 or (REYDTI>85 and REYDTI is not 99)),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYDTI,REYDTI conditionally blank,If REYDREC is between 95 and 98 then REYDTI must be blank,If Q13a. REYDREC (delayed recall) is between 95 and 98 then Q13c. REYDTI (rey delay time) must be blank,"REYDREC=95,96,97,98 and REYDTI is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYMETHOD,REYMETHOD conditionally present,If REYDREC is between 0 and 15 then REYMETHOD cannot be blank,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13d. REYMETHOD (rey administration method) cannot be blank,REYDREC>0 and REYDREC<15 and REYMETHOD=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYMETHOD,REYMETHOD conforms,If REYDREC is between 0 and 15 then REYMETHOD must be 1 or 2,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13d. REYMETHOD (rey administration method) must be 1 or 2,"REYDREC>0 and REYDREC<15 and REYMETHOD is not 1,2",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYMETHOD,REYMETHOD conditionally present,If REYDREC is between 95 and 98 then REYMETHOD must be blank,If Q13a. REYDREC (delayed recall) is between 95 and 98 then Q13d. REYMETHOD (rey administration method) must be blank,"REYDREC=95,96,97,98 and REYMETHOD is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYTCOR,REYTCOR conditionally present,If REYDREC is between 0 and 15 then REYTCOR cannot be blank,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13e. REYTCOR (recognition total correct) cannot be blank,REYDREC>0 and REYDREC<15 and REYTCOR=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYTCOR,REYTCOR conforms,If REYDREC is between 0 and 15 then REYTCOR must be between 0 and 15,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13e. REYTCOR (recognition total correct) must be between 0 and 15,REYDREC>0 and REYDREC<15 and (REYTCOR<0 or REYTCOR>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYTCOR,REYTCOR conditionally blank,If REYDREC is between 95 and 98 then REYTCOR must be blank,If Q13a. REYDREC (delayed recall) is between 95 and 98 then Q13e. REYTCOR (recognition total correct) must be blank,"REYDREC=95,96,97,98 and REYTCOR is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYFPOS,REYFPOS conditionally present,If REYDREC is between 0 and 15 then REYFPOS cannot be blank,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13f. REYFPOS (false positive) cannot be blank,REYDREC>0 and REYDREC<15 and REYFPOS=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYFPOS,REYFPOS conforms,If REYDREC is between 0 and 15 then REYFPOS must be between 0 and 15,If Q13a. REYDREC (delayed recall) is between 0 and 15 then Q13f. REYFPOS (false positive) must be between 0 and 15,REYDREC>0 and REYDREC<15 and (REYFPOS<0 or REYFPOS>15),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,REYFPOS,REYFPOS conditionally blank,If REYDREC is between 95 and 98 then REYFPOS must be blank,If Q13a. REYDREC (delayed recall) is between 95 and 98 then Q13f. REYFPOS (false positive) must be blank,"REYDREC=95,96,97,98 and REYFPOS is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1REC,CERAD1REC conditionally present,If VERBALTEST is 2 then CERAD1REC cannot be blank,If Q12. VERBALTEST (verbal learning test) is 2 then Q14a. CERAD1REC (trial 1 recall) cannot be blank,VERBALTEST=2 and CERAD1REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1REC,CERAD1REC conforms,"If VERBALTEST is 2 then CERAD1REC must be between 0 and 10, or between 95 and 98","If Q12. VERBALTEST (verbal learning test) is 2 then Q14a. CERAD1REC (trial 1 recall) must be between 0 and 10, or between 95 and 98","VERBALTEST=2 and (CERAD1REC<0 or (CERAD1REC>10 and CERAD1REC is not 95,96,97,98))",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
